Twitter,Date,Content
MorganStanley,2020-07-24,"Our portfolio managers discuss the importance of actively managed, resilient strategies. Learn more. https://t.co/3sZM9oisLZ https://t.co/MFY5ZwHCD7"
MorganStanley,2020-07-24,"Megan joined our Step In, Step Up: An Insight to Banking program directly from school in 2016 and went on to receive a full time offer within our Investment Banking Division. Find out how you can join: 
https://t.co/td25wIJGpn https://t.co/yHbCs4GeTp"
MorganStanley,2020-07-24,"“I just wanted to make the game safer,” says businessman and former NFL player @ShawnSprings. His company @WindpactInc received an investment from Morgan Stanley as part of our Multicultural Innovation Lab. Learn more: https://t.co/8vW30fP5vx #MCIL https://t.co/nJO04HDD8p"
MorganStanley,2020-07-23,"Venture capitalists acknowledge that their portfolios hold too few companies founded by women and multicultural entrepreneurs, without making the practice a priority. Our report examines why: https://t.co/r2jSQwPXXk https://t.co/cpv7AVZRfF"
MorganStanley,2020-07-23,The payments industry is emerging as one of the most attractive parts of the fintech world. Our International Equity Team explains. https://t.co/7VTHUuN3AL https://t.co/4Y5jhvrtqm
MorganStanley,2020-07-22,"Congratulations to all the Morgan Stanley Financial Advisors named to this year’s Barron’s list of Top 100 Women!
https://t.co/PXqKlqXQlE"
MorganStanley,2020-07-22,"“There’s pressure in my job but the fast pace also makes it exciting,” says this Director of Finance in our London office. https://t.co/D2gO7fpepH"
MorganStanley,2020-07-21,"Black investors supporting Black entrepreneurs: @CarlaAnnHarris spoke with @KeshaCashIAFund and @DiishanImira about finding each other through networking, building @MayvennHair, and resisting the push to whitewash one's vision. https://t.co/0ecKt7yhTp"
MorganStanley,2020-07-21,"Inspired by her grandmother, Susan Reid went from a tiny house in Jamaica to a role as Global Head of Diversity and Inclusion. In this StoryCorps interview, she shares her story with protegee Adriana Nunez.
https://t.co/XCFSOrgMv3"
MorganStanley,2020-07-21,"Tom Wipf, Vice Chairman of Institutional Securities and Chair of the Alternative Reference Rates Committee, discusses the latest on the critical transition away from Libor with @BankofEngland and @NewYorkFed. Watch now: https://t.co/kpEAiNWS3I."
MorganStanley,2020-07-20,Many financial companies posted surprisingly strong second quarter earnings. See three reasons to consider investing in this sector:https://t.co/TFXJExVhyJ
MorganStanley,2020-07-20,"Today we welcomed our 1st virtual class of our annual @GirlsWhoCode Summer Immersion Program. ""We're ready to do our part-- to mentor, teach and inspire,"" said Jeanette Gamble, Managing Director at Morgan Stanley. #WomenInTech #GirlsWhoCode https://t.co/hA7oNAXO9L"
MorganStanley,2020-07-17,"In a move that could change philanthropy, foundations are asking investors to finance grant making to nonprofits, which are essential to a post-pandemic recovery and more equitable future. https://t.co/auAcVvCUDG"
MorganStanley,2020-07-17,Our #LightsonBroadway partner for July is @NewYorkCares! Their efforts have helped hundreds of thousands of vulnerable New Yorkers through the pandemic and widespread unemployement. We’re proud to partner with them. Learn more: https://t.co/Xr6eFygMtm #MSGivesBack https://t.co/nCQnAqbJ2c
MorganStanley,2020-07-16,"“Sustainability now runs through the bank’s veins,” says @Euromoney Magazine. Find out more about why they named us North America’s Best Bank for Sustainable Finance in this year’s Euromoney Magazine Awards for Excellence: https://t.co/TmKje4sDKq https://t.co/mOgHPhQuDG"
MorganStanley,2020-07-16,We congratulate Managing Director Ileana Musa for being included in Latino Leaders Magazine’s #100InfluentialLatinas list this year! https://t.co/tXzszB10Ak @latinoleadersus https://t.co/aRsMiJPgRG
MorganStanley,2020-07-16,$MS 2Q20 earnings: Investment Management delivered pre-tax income of $216 million; Record long-term net flows of $15.4 billion and AuM of $665 billion drove revenue growth of 6%.  https://t.co/inb9YOMw7X
MorganStanley,2020-07-16,$MS 2Q20 earnings: Wealth Management delivered pre-tax income of $1.1 billion and a pre-tax margin of 24.4% despite a challenging market and rate environment.
MorganStanley,2020-07-16,$MS 2Q20 earnings: Institutional Securities delivered pre-tax income of $3.0 billion; Net revenues increased 56% reflecting outperformance across the businesses.
MorganStanley,2020-07-16,$MS 2Q20 earnings: The Firm’s results reflect both record net revenues up ~30% and net income up ~45% with contributions from all businesses and geographies. Press Release: https://t.co/3MeSwBFxVl
MorganStanley,2020-07-16,$MS 2Q 2020 earnings: Morgan Stanley reports net revenues of $13.4 billion and diluted EPS of $1.96.  Press Release: https://t.co/s5RANw3WE9 https://t.co/kGoea40KDc
MorganStanley,2020-07-15,Could a new $1 trillion stimulus deal make its way through the halls of Congress before the summer recess? Why the likelihood of a deal is increasing. https://t.co/r8BplEjRrd
MorganStanley,2020-07-15,$MS reports its 2Q 2020 financial results on Thursday July 16th at approx. 7:15 a.m. ET. Conference call at 8:00 a.m. ET. https://t.co/M9lc4jVg6l
MorganStanley,2020-07-14,"Ahead of the 2020 election, a look at likely scenarios, resulting policies and projected reaction from markets across asset classes. https://t.co/lnDt8VmQkq"
MorganStanley,2020-07-14,"Although the pandemic exposed flaws in the U.S. healthcare system, it also revealed unprecedented innovations in #telemedicine, streamlined regulation and digital health technologies. Discover 5 areas to watch:
https://t.co/NywfpaiNTo https://t.co/szAzzK9EkR"
MorganStanley,2020-07-14,"Investors may not be focused on the risks that pose the biggest threat to their portfolios. See Wealth Management Chief Investment Officer Lisa Shalett’s list of risks to the U.S. economy and markets that investors could be underestimating:
https://t.co/1680mckFk1"
MorganStanley,2020-07-14,"Whether they’re working remotely or safely returning to the office, your employees are bringing stress to work with them each day. How can you reduce some of this stress and help your people refocus their energies? 
https://t.co/CnXqEXjJYc"
MorganStanley,2020-07-13,"U.S. equities—tech stocks in particular—have powered higher since March lows, but investors are still parsing Q2 earnings, a coming election and rising #COVID-19 cases. https://t.co/jfbo0VSBWa"
MorganStanley,2020-07-13,"The COVID-19 pandemic is causing mental health strains in children, particularly those in vulnerable communities. We need concerted efforts to help. #MorganStanleyACMH
https://t.co/eemuPnUOcQ"
MorganStanley,2020-07-10,"PODCAST: The sharp rebound in stock and corporate bond markets has made some question if markets are a bit too upbeat about a speedy recovery. There’s just one problem with this view.
 https://t.co/Vf01ovUm8w"
MorganStanley,2020-07-10,"Children everywhere could face significant trauma to their mental health during the COVID-19 pandemic. Here’s what we’re doing to help. #MorganStanleyACMH
https://t.co/99OB6Jg407"
MorganStanley,2020-07-09,"The Information Technology sector has outperformed the S&amp;P 500 lately by the biggest margin since 2000. This suggests a new tech bubble may be building, says Wealth Management Chief Investment Officer Lisa Shalett. Learn more: https://t.co/cAmzzoumD6"
MorganStanley,2020-07-09,"What should you be considering when thinking about negative interest rates and the implications for the money market fund industry? Bob Leggett, of our Global Liquidity team, discusses. https://t.co/PhPZ15YDQ9 https://t.co/O00DL6Q2ae"
MorganStanley,2020-07-09,"Covid-19 has led us to find new ways to help the causes we care about. Next week Morgan Stanley employees will virtually lead practice interviews, webinars, and CV reviews for young people who have lived with cancer, in partnership with @TeenageCancer. https://t.co/vtSW9vmXwO"
MorganStanley,2020-07-08,Introducing our @JustinRose99 #howto series for tips to improve your game! Tip #1 highlights the small adjustments you can make to perfect your iron shot. #golf #teamrose 🌹 https://t.co/U2YwU13ZPU
MorganStanley,2020-07-08,"Ahead of the 2020 election, new policy paths are in play, but the key variable isn't Republican or Democrat—it's the impact of divided vs. unified government on crucial policies. https://t.co/gWJhzTrE4t"
MorganStanley,2020-07-07,"While excessive inflation can be disruptive, such as in the 1970’s, a deflationary mindset can often be more destructive—and difficult to reverse. What current inflation trends mean for investors. https://t.co/PPiM5OKCmK"
MorganStanley,2020-07-07,"“In the military the mission comes first. I carried that with me,” says this Army veteran who works in our London office. #MSCareers https://t.co/8GLS3xpqB0"
MorganStanley,2020-07-06,"Kevin Dedner is an entrepreneur fighting back against the stigma preventing people, particularly Black men, from receiving proper mental health services. Learn more about @HenryHealthApp and the other companies in our Multicultural Innovation Lab: https://t.co/kavUFutmlR https://t.co/F6Bfs55P32"
MorganStanley,2020-07-06,"Closing the gender gap. On a recent @girlswhoinvest panel, Jim Caron of our Global Fixed Income Team, discussed Fixed Income markets, careers and opportunities with an audience of talented young Girls Who Invest scholars. https://t.co/LqJppvHJhn https://t.co/Ef9iBiCIwY"
MorganStanley,2020-07-06,"Although the pandemic exposed flaws in the U.S. healthcare system, it also revealed unprecedented innovations in #telemedicine, streamlined regulation and digital health technologies. Discover 5 areas to watch:
https://t.co/rvd75xlP4i https://t.co/MfKqQCIRdr"
MorganStanley,2020-07-06,"As the world increasingly moves toward decarbonization, investors can analyze companies using key indicators to measure the potential risks or opportunities from climate change. https://t.co/o6HJ2LeSQE"
MorganStanley,2020-07-05,"Interviewing for a job via video, whether live or on-demand, can be tricky. Here’s how to avoid common pitfalls, stand out from the crowd, and make it to the second round, according to the experts: https://t.co/6cIbijZYzZ https://t.co/zteREhAaLA"
MorganStanley,2020-07-05,The 5-foot putt can be one of the most challenging shots but @JustinRose99 shares how to make it simple with this tip you can do from home. #golf #howto #stayhome #teamrose  🌹 https://t.co/mOlDSSFiaM
MorganStanley,2020-07-04,We hope our U.S. colleagues are enjoying their well-earned long weekend. Happy Fourth of July! https://t.co/DlyOLof6ey
MorganStanley,2020-07-03,"Although Alexander Hamilton couldn’t have foreseen the current health crisis facing the U.S., his ideas remain relevant—and key to the recovery—more than 200 years later. https://t.co/JlwEnMgJGf"
MorganStanley,2020-07-02,"Meet Managing Director Crystal Farmer, and learn what it takes to be a leader in the Human Resources department for our 60,000-strong workforce, from @GPMInstitute  https://t.co/iE4Pck4oa8"
MorganStanley,2020-07-02,"Multiple economic indicators suggest that the global economy began recovering in May, is gaining momentum and on track to reach pre-COVID-19 levels by 4Q20. https://t.co/uSW6ZTnbOw"
MorganStanley,2020-07-01,Does high unemployment mean weakness for alternative lending strategies? Our AIP Alternative Lending Group doesn’t think so. Learn why there is reason for continued optimism.  https://t.co/MHNQX6qcYx https://t.co/cIPovekdsR
MorganStanley,2020-07-01,"This grant will help our longstanding partners at the @NatUrbanLeague provide internet access, credit union services, and internship opportunities to underserved communities. #MSGivesBack
https://t.co/qKhE6me9J9"
MorganStanley,2020-07-01,"We are pleased to announce that this week, Morgan Stanley has joined a diverse group of businesses in signing an amicus brief in a U.S. Supreme Court case seeking to ratify the Equal Rights Amendment to the U.S. Constitution. Learn more: https://t.co/cjNt73ll0n"
MorganStanley,2020-07-01,"While 2020 has certainly been exceptional, Morgan Stanley strategists believe a new cycle has started—and a recovery could be more “normal” than investors expect. https://t.co/CAtAUvSgoO"
MorganStanley,2020-06-30,Happy #Pride from our Mumbai office women's cricket team! #WeAreProud
MorganStanley,2020-06-30,"Investment success requires the combination of skill and the opportunity to express it. We look at how investors can express skill—market timing, security selection and position sizing—and use dispersion to measure the opportunity set. https://t.co/BlUzHYhsMI https://t.co/oGnIJkS5C4"
MorganStanley,2020-06-29,"Mandell Crawley, Head of Private Wealth Management, spoke with Barron’s about accelerating strategic initiatives, what work might look like after the pandemic, and how the industry can step up its diversity efforts. Read more here: https://t.co/IkwNZZR3DD"
MorganStanley,2020-06-29,Want an inside look into how @JustinRose99 masters his #golf game? Follow @morganstanley to view his pro tips in our #howto series this summer. #teamrose 🌹 https://t.co/4wYdAFfLfX
MorganStanley,2020-06-29,"Today we welcome our 2020 Summer Analysts and Associates across the globe to Morgan Stanley! While they may be connecting with us virtually, we’re bringing each of them to our headquarters in spirit.  #MyMSSummer https://t.co/ZQRPdHix5W https://t.co/7pt2fBetYI"
MorganStanley,2020-06-28,"On this episode, Carla Harris looks back at her conversations with @r_m_dennis @MarcMorial @pauljudge and @chudson, documenting their struggles and successes fighting against prejudice that continues to restrict access to capital for people of color. https://t.co/CxmLKJSGI4 https://t.co/dkqyb1hZUM"
MorganStanley,2020-06-26,"Interviewing for a job via video, whether live or on-demand, can be tricky. Here’s how to avoid common pitfalls, stand out from the crowd, and make it to the second round, according to the experts. https://t.co/IRcCFSVu06 https://t.co/FTF44hzVdh"
MorganStanley,2020-06-26,"With GDP and earnings suffering already, there is still a downside risk for equities. Christian Goldsmith, Global Balanced Risk Control portfolio specialist, explains why Europe looks most vulnerable. https://t.co/5jBwWdxxKd https://t.co/l9Amzw7hNj"
MorganStanley,2020-06-26,Our Global Head of Sustainability Research Jessica Alsford sees “longer-term implications for share prices based on how companies have treated their stakeholders during the pandemic.” Read more: https://t.co/2fjmvkbxNo
MorganStanley,2020-06-26,Our lead biotech analyst Matthew Harrison joins @CNBC to discuss his outlook for the coronavirus pandemic and the latest on potential vaccines and treatments. Listen in here: https://t.co/3DRrYwRWeg.
MorganStanley,2020-06-26,"As the likelihood of a second wave of COVID-19 grows in the U.S, we have reduced our exposure to risk assets while tilting to favour regions with better virus controls. We also prefer credit over equities, deeming the latter to be more expensive. https://t.co/q6eW2nuuBu https://t.co/72pimKJ2t8"
MorganStanley,2020-06-25,"“It seems clear that millennial investors expect more from their investments than just high returns,"" said Morgan Stanley's Lisa Shallet. She and @Deloitte’s Ira Kalish shared their thoughts on recent market trends at our Senior Multicultural Leaders Conference today. #SMLC20 https://t.co/gOg6g7XgOx"
MorganStanley,2020-06-25,"“We are confident that science will ultimately prevail over COVID, and when it does our industry will work with others to ensure broad global deployment and affordable access,"" says @Merck’s CEO Ken Frazier at our Senior Multicultural Leaders Conference. #SMLC20 https://t.co/DQgBMlAcb5"
MorganStanley,2020-06-25,"There may be many twists and turns on the road to full economic recovery, but the longer your investment horizon, the more confident our Fixed Income team believes you should be. https://t.co/cwInweEeEQ https://t.co/Nd9IeRa5e8"
MorganStanley,2020-06-25,"Morgan Stanley's @CarlaAnnHarris joins @SquawkCNBC to kick off the 5th annual Senior Multicultural Leaders Conference, our event bringing together a diverse slate of executives and business leaders: https://t.co/Xc8QGOSXKe #SMLC20"
MorganStanley,2020-06-25,What are the potential implications of the COVID-19 crisis for sustainable investing? Our Global Fixed Income team is monitoring these six factors: https://t.co/7zRr9x8fTY https://t.co/NGnP610irQ
MorganStanley,2020-06-24,PODCAST: How should investors view a world where there may be room for more than one norm when it comes the balance of power among economies and commerce? https://t.co/7cjIkcf9Ky
MorganStanley,2020-06-24,"Jen Easterly, newly named a #MAKER, has taken on a broader role, as Morgan Stanley’s Global Head of our new Fusion Resilience Center. We share her remarkable story of service and leadership. 
https://t.co/6LGBs80jlZ"
MorganStanley,2020-06-24,"Why social distancing may have kicked online shopping into higher gear—with potentially lasting impact on brick-and-mortar retail margins.
https://t.co/toyp3XIDAS"
MorganStanley,2020-06-23,Hurricane season is coming and states struggling to manage coronavirus cases may be especially vulnerable to fiscal pressures as they reopen while the threat of catastrophic weather is rising. Learn more: https://t.co/LGmf1HTOGH https://t.co/NFDrhvoW9W
MorganStanley,2020-06-23,We're celebrating International Women in Engineering Day! Learn more about the challenging and rewarding careers in technology at Morgan Stanley: https://t.co/urhhg0VMf2 #INWED20 #MSCareers https://t.co/pR30Gmsz6k
MorganStanley,2020-06-22,Many investors are still looking at the current recession as an anomaly rather than as the end of a cycle. Chief Investment Officer Mike Wilson explains the implications. https://t.co/j0WacJ1DD4
MorganStanley,2020-06-20,"Many investors were surprised the Fed projected that U.S. GDP could still be below its pre-coronavirus level at the end 2021. Wealth Management Chief Investment Officer Lisa Shalett discusses the market's reaction:
https://t.co/vhwwXN3ULb"
MorganStanley,2020-06-19,#Juneteenth is a celebration of freedom and a reminder of hope—this year marks 155 years of emancipation for Black Americans.  Let’s join together in honoring this significant milestone in our nation’s history. https://t.co/eo8yLYIiO7
MorganStanley,2020-06-19,"Who are the “smart money” investors? Individual investors who have ridden the rebound since March’s collapse in equity prices, or the majority of institutional managers who have remained defensively positioned?  https://t.co/Png8ra9daL https://t.co/HDF6vUUnpi"
MorganStanley,2020-06-18,"Sheltering in place has brought dramatic changes to how we live and work, particularly in the Internet space. Here are five areas of potential disruption. https://t.co/FX0shen2EQ"
MorganStanley,2020-06-18,"We’re delighted to be voted #1 in @iimag’s All-Asia Research Team annual ranking – the first company in the 27-year history of the Asia survey to achieve the top position for six consecutive years. #MSIdeas
https://t.co/Qre1A3q3FP"
MorganStanley,2020-06-17,"Two common doubts about another round of fiscal stimulus center on the politics of passage and election year strategy. Here’s why Congress could agree on a package.
https://t.co/C8mnzzbnQP"
MorganStanley,2020-06-17,"Is there a disconnect between the stock market and the economy? Andrew Slimmon, Head of our Applied Equity Advisors Team, explores. https://t.co/0mVZTlDxiM https://t.co/NjN6531u6v"
MorganStanley,2020-06-17,"As lockdown measures ease, our International Equity Team considers how the global pandemic has demonstrated the importance of a digital presence for companies. https://t.co/0bubMecW9L https://t.co/wLrcdii73Z"
MorganStanley,2020-06-16,"Many investors were surprised the Fed projected that U.S. GDP could still be below its pre-coronavirus level at the end 2021. Wealth Management Chief Investment Officer Lisa Shalett discusses the market's reaction:
https://t.co/QrLF0piDpw"
MorganStanley,2020-06-16,"“Industrial Bank and Citizens Trust each have a longstanding mission to serve minority communities, and they play a critical role in the economic recovery of neighborhoods and cities,"" says Morgan Stanley's Shelley O'Connor. https://t.co/hKYfHoCFK8"
MorganStanley,2020-06-15,"Equity markets became a bit frothy during early June as optimism over a recovery took hold. So while a correction may be afoot, it isn’t atypical for a young bull market. https://t.co/JSzUULMJ4y"
MorganStanley,2020-06-15,"“Post-vaccine, we see the greatest chance for an inflection in growth as we shake the last vestige of COVID-19 off. But make no mistake, life after COVID will be far from the pre-virus norms,” said Ellen Zentner, Chief US Economist, during a @EconClubNY webinar with @SIFMA. https://t.co/AeoxBzUqZW"
MorganStanley,2020-06-15,"“60% of carbon emissions come from energy and this is a key area where we can reduce emissions by using technology.” Jessica Alsford, Head of Global Sustainability Research, discusses how investing in technology can help curb carbon emissions in a #MorganStanleyMinute. https://t.co/lVYXWpXd5e"
MorganStanley,2020-06-15,"PODCAST: @CarlaAnnHarris looks back at her conversations with @r_m_dennis @MarcMorial @pauljudge and @chudson, documenting their struggles and successes fighting against systemic prejudice that continues to restrict access to capital for people of color. https://t.co/HmoT8lxgy7"
MorganStanley,2020-06-14,": “Post-vaccine, we see the greatest chance for an inflection in growth as we shake the last vestige of COVID-19 off. But make no mistake, life after COVID will be far from the pre-virus norms,” said Ellen Zentner, Chief US Economist, during a @EconClubNY webinar with @SIFMA. https://t.co/pv8bK3cZ0O"
MorganStanley,2020-06-12,"In volatile periods, stay the course with long-term stock market investing, because history shows changes in behavior during a crisis may not last long beyond it, says Morgan Stanley Investment Management’s Dennis Lynch. https://t.co/hZw7CPnENt"
MorganStanley,2020-06-11,"While weddings may be postponed, we’re still celebrating love this Pride Month! Here are some financial planning considerations for same sex couples to be aware of before you get married: 
https://t.co/8nL9O55zXj"
MorganStanley,2020-06-10,"Policymakers and voters may care about deficits, but reducing current spending may not be a priority over other issues—and right now that may be a plus for the economy. https://t.co/0NfmkpYLb4"
MorganStanley,2020-06-10,"The funds raised by Morgan Stanley will support the @NAACP_LDF's programs related to policing reform, voter rights activities and COVID-19 relief.
https://t.co/0fAUs1O6DN"
MorganStanley,2020-06-09,"""Being your authentic self is the most powerful thing you can do,"" said Carla Harris in her return to @LinkedIn’s EmpowHER 2020 conference. She spoke on the importance of combating bias in the workplace, and how each of us has the power to choose how to move forward. https://t.co/LU0K0TArfG"
MorganStanley,2020-06-09,"Will COVID-19 accelerate the trend of countries turning inward that were already underway? Ruchir Sharma, Chief Global Strategist and Head of our Global Emerging Markets Team, explores. https://t.co/DLFPFck4jG https://t.co/bELuJzN3MJ"
MorganStanley,2020-06-09,"Wealth Management Chief Investment Officer Lisa Shalett believes market leadership is likely to rotate to cyclical sectors, like financials and materials. See four reasons why:
https://t.co/80FQ8bQKwT"
MorganStanley,2020-06-08,Depressed 10-year Treasury yields and a strong dollar have tempered the bullish outlook for U.S. equities. But a shift in both suggests a V-shape recovery could be more likely. https://t.co/rgkxk6J08S
MorganStanley,2020-06-08,"Every year, Pride month underscores the importance of fostering a culture of belonging at our firm. Over the next few weeks our global Pride &amp; Ally Networks will host a series of virtual events featuring our partner organizations that support the LGBT+ community. #WeAreProud https://t.co/cPz2kR4SJK"
MorganStanley,2020-06-08,"Ahead of our Virtual India BEST Conference, June 9 – 11, Sanjay Shah, Co-Country Head, Morgan Stanley India, shared his views on India's economy and markets with the @EconomicTimes. Read more: https://t.co/sdMBsuSToY"
MorganStanley,2020-06-08,What are the latest tactical opportunities? Our Global Balanced Risk Control team highlights changes in their positioning growing out of the EU’s proposed 750bn euro recovery fund and positive surprises in the emerging markets. https://t.co/T54ghlolyX https://t.co/KRCOBJu4aj
MorganStanley,2020-06-07,"‘The biggest issue for the market is maintaining the current momentum’ says our Chief Cross-Asset Strategist, Andrew Sheets as he discusses the market reaction to the economic downturn on  CNBC. https://t.co/7tV7Ure3AS"
MorganStanley,2020-06-06,"On this episode of Access and Opportunity with @CarlaAnnHarris, Hope Knight shares her experiences helping Jamaica businesses survive COVID-19, while learning to manage at a distance. https://t.co/I86eBBMgoP"
MorganStanley,2020-06-05,Why are markets climbing despite a pandemic and this week’s demonstrations across the U.S.? The answer may lie with how markets view progress. https://t.co/2IioKC45eS
MorganStanley,2020-06-05,"A message on racial injustice and our way forward as a firm, from Morgan Stanley Chairman and CEO James Gorman: https://t.co/ZFzeNQxg8R"
MorganStanley,2020-06-03,"Vlad Demine, of our International Equity Team, shares why he believes that the current environment will lead to increased visibility for social issues and other ESG considerations. https://t.co/JEMlycgP2b https://t.co/xWKy7NM4fT"
MorganStanley,2020-06-01,"Although market volatility continues to decrease, the volatility of popular momentum strategies is increasing—which suggests a coming rotation to early cycle stocks. https://t.co/aPzj63HREw"
MorganStanley,2020-05-29,Did alternative risk premia do their job as the coronavirus pandemic unfolded? Our AIP Hedge Fund Solutions team thinks so. https://t.co/H3rCVhihzq https://t.co/31SqsoF01x
MorganStanley,2020-05-29,"It's #529Day! On average, it now costs $49,870 per year for tuition, fees, room and board for a four-year private college. While this may seem overwhelming at first, you can start investing for future education expenses today with a 529 plan. https://t.co/TuIQneIJzp https://t.co/OPpmu8EJTz"
MorganStanley,2020-05-29,"We're proud to be supporting the NY Forward Loan Fund, a public-private partnership to support the smallest New York State small businesses, nonprofits, and landlords. Read more: https://t.co/raqaAHxfds / Learn more: https://t.co/6FvWJ3WSns"
MorganStanley,2020-05-29,"We’re thrilled to be launching the Morgan Stanley National Advisory 529 Plan, an industry first, with the North Carolina State Education Assistance Authority (NCSEAA) as plan sponsor.  https://t.co/bTYEqe32V5 #WealthManagement #529Day"
MorganStanley,2020-05-29,"As the first country to report the novel coronavirus outbreak, China is now starting to see a tangible recovery. Learn more from our Chief China Economist Robin Xing in his latest bylined article in @ChinaDaily. #MSIdeas
https://t.co/UZ2hiuaPJA"
MorganStanley,2020-05-28,"Sustainable investing is gaining traction in record numbers, according to Morgan Stanley’s new survey of asset owners. https://t.co/cBQ63BcWGh"
MorganStanley,2020-05-28,The firm is aware of concerns raised about a social media post made by an employee in India. Morgan Stanley promotes an inclusive environment that celebrates diversity of backgrounds. We take any breaches to our policies seriously and are investigating this matter.
MorganStanley,2020-05-27,Morgan Stanley is proud to support the Child Mind Institute’s #WeThriveInside campaign as a response to the incredible stress and strain being put on all families during the COVID-19 crisis. Find out more: https://t.co/2skAFr17cH #MorganStanleyACMH #MentalHealthAwarenessMonth
MorganStanley,2020-05-26,"Although the coronavirus recession shares traits with the 2008 financial crisis and other recessions, the rate and sustainability of a recovery could be quite different this cycle. https://t.co/qaNK2O3eXm"
MorganStanley,2020-05-25,"Each Memorial Day, we honor the men and women who have given their lives while serving in the United States armed forces across the front of our Times Square headquarters. #MemorialDay https://t.co/313PBeaeC1"
MorganStanley,2020-05-24,"Although the pandemic exposed flaws in the U.S. health-care system, it also revealed unprecedented innovations in telemedicine, streamlined regulation and digital health technologies. Here are 5 areas to watch. https://t.co/skCuXOUyBo"
MorganStanley,2020-05-24,"Wealth Management Chief Investment Officer Lisa Shalett believes that even though U.S. stocks may correct from here, three key supports are likely to prevent steeper declines. See her analysis:
https://t.co/shlD7eo3OH"
MorganStanley,2020-05-23,Wishing you and your family a joyous and blessed #EidalFitr! https://t.co/rOu8WEagYw
MorganStanley,2020-05-23,"In #India, our 2020 Return to Work (RTW) interns exemplified our core value of #GivingBack, as they volunteered virtually with the non-profit @RoomToRead, reading books for children in vulnerable communities around the world.#MSGivesback #RTW2020 https://t.co/Oryw86bkT4"
MorganStanley,2020-05-22,Will pent-up demand from U.S. consumers help drive a recovery from the coronavirus recession? A special conversation with our Chief Investment Officer and Chief U.S. Economist. https://t.co/2hGFN8S8XI
MorganStanley,2020-05-22,"Fighting food insecurity has been a core mission of ours for decades. With COVID-19 exacerbating existing problems, we’re doing all we can to help ensure @FeedingAmerica can help those in need.
https://t.co/wGK6nsQ31n https://t.co/VXySZJKZOz"
MorganStanley,2020-05-22,"In his first appearance on @CNBC, our lead biotech analyst Matthew Harrison provided his perspectives on the progression of the COVID-19 pandemic: https://t.co/axqLaPSqVM https://t.co/2qngmAH51j"
MorganStanley,2020-05-22,"Although first-quarter GDP data confirm that the U.S. and euro area are in recession, some signs out of China suggest that this recession may be shorter than once expected.
https://t.co/Oa4lq1T5HX"
MorganStanley,2020-05-21,"Philanthropy can make a major difference for vulnerable communities, including the large share of Americans who cannot afford lost wages and jobs. Find out how you can help.
https://t.co/AywYFNhQBN"
MorganStanley,2020-05-21,"As record numbers of Americans flood food banks during the pandemic, we’re amping up our efforts to fight food insecurity. https://t.co/eGX9VISkt4"
MorganStanley,2020-05-21,Why would inflation rise since the current recession means an acute shortage of demand for goods and services? Chief Cross-Asset Strategist Andrew Sheets explains. https://t.co/zSA2mw8DXJ
MorganStanley,2020-05-21,"Employees across Asia wore purple to show their support of LGBT+ inclusion for #IDAHOBIT. This year’s campaign went virtual, and employees took the opportunity to share how they are #breakingthesilence to be an #activeally. https://t.co/PMBMwC9wIN"
MorganStanley,2020-05-20,"We’re exploring the unique impact that the COVID-19 crisis has had on women and multicultural entrepreneurs in a special season of Access and Opportunity with @CarlaAnnHarris. Listen to this episode, featuring @byashleystewart Chairman &amp; CEO @iamJamesRhee: https://t.co/HRRgZ4Usuf"
MorganStanley,2020-05-20,"We’re thrilled to be launching Morgan Stanley Wealth Management Canada as part of our leading workplace offering. @CanaccorGenuity #WealthManagement @Shareworks
 https://t.co/LBjDLWs5Vt"
MorganStanley,2020-05-20,"Despite the current relatively calm waters, the Global Balanced Risk Control team believes there may be storm clouds on the horizon. Portfolio Specialist Christian Goldsmith explains why. https://t.co/fi5s7rMzbo https://t.co/nyWTsZCh68"
MorganStanley,2020-05-19,"Although the pandemic exposed flaws in the U.S. health-care system, it also revealed unprecedented innovations in telemedicine, streamlined regulation and digital health technologies. Here are 5 areas to watch. https://t.co/bn6lkipG8D"
MorganStanley,2020-05-19,"Why are stock markets rallying amid the worst economic crisis since the Great Depression? Ruchir Sharma, Head of Emerging Markets and Chief Global Strategist, explains. https://t.co/50RgDG6XCG https://t.co/uY9AO4t4JW"
MorganStanley,2020-05-19,"Leadership lesson #1: Learn to listen.
“Being a leader doesn’t necessarily mean you have to be the loudest in the room. Give your team the forum to speak freely,” says Lisa Golia, Head of Field Strategic Services, Morgan Stanley Wealth Management.  https://t.co/V7fSzQTYjH"
MorganStanley,2020-05-18,Current stock market price patterns look surprisingly similar to 2009 and the global financial crisis. The big difference for investors may be the knock-on effect of low interest rates. https://t.co/B6oxwOek73
MorganStanley,2020-05-16,"We welcomed 100 female university students from Singapore to our annual #FutureFemaleTraders event last week. Interested in an internship? We will be accepting applications for our Asia offices starting June 1, 2020 at https://t.co/jOIAEWFCV2 https://t.co/Ji3GgosuZY"
MorganStanley,2020-05-15,"As markets have begun to price expectations for negative rates in Britain and the U.S., Chief Cross-Asset Strategist Andrew Sheets breaks down the potential impact on consumers, savers and economic growth. https://t.co/EwsokusWEF"
MorganStanley,2020-05-15,"Although first-quarter GDP data confirm that the U.S. and euro area are in recession, some signs out of China suggest that this recession may be shorter than once expected. https://t.co/1XYjGuiFXt"
